key,value,weight
374,9099,8399
375,10119,11036
376,11468,10774
377,9830,9093
378,8643,8119
379,5190,5724
380,18158,18770
381,13656,13922
382,19054,18839
383,15079,14058
384,506,466
385,14043,14418
386,10122,9298
387,2248,2461
388,11989,10997
389,6792,6319
390,10086,9714
391,7929,8004
392,15029,15554
393,10762,10445
394,5739,5227
395,9524,9768
396,18379,18251
397,19221,17691
398,6865,7229
399,6035,5612
400,12226,13419
401,6081,6240
402,169,177
403,19458,18542
404,9604,8873
405,8516,9407
406,7692,8473
407,2079,2181
408,7280,6933
409,5176,4725
410,6580,6098
411,13574,14306
412,15025,14728
413,6335,6456
414,8897,8738
415,7135,6897
416,12044,13094
417,10055,9847
418,4408,4283
419,17513,18167
420,18039,16476
421,20129,19422
422,10923,10488
423,14504,15027
424,17026,15715
425,6297,6352
426,14642,15197
427,15359,14303
428,5263,5245
429,7286,7437
430,2944,3194
431,3120,2893
432,10587,9941
433,1042,1100
434,15535,14566
435,9594,8972
436,15226,16161
437,13275,13823
438,19585,18629
439,13248,13442
440,14114,13665
441,14896,14931
442,16452,15075
443,3846,3985
444,14234,14750
445,7271,7663
446,14993,14456
447,8085,8852
448,2524,2766
449,9050,8434
450,10053,9956
451,7115,7680
452,7578,8108
453,7596,6998
454,5306,5329
455,9212,8869
456,18251,17186
457,16850,16209
458,3302,3254
459,4707,4781
460,14857,14592
461,18186,16817
462,9095,8752
463,8840,9625
464,11764,10787
465,215,221
466,11866,12201
467,16200,15145
468,10481,11185
469,2781,2744
470,13203,12275
471,4913,5074
472,16875,15993
473,5685,5823
474,930,875
475,14670,15686
476,12566,12214
477,12547,13927
478,16109,14744
479,4067,4114
480,12956,14186
481,5335,5826
482,18266,18058
483,2838,2841
484,11759,11460
485,11450,10424
486,16208,17181
487,18123,18299
488,16836,17404
489,8559,8592
490,7075,7478
491,456,466
492,15966,17524
493,12166,12166
494,1449,1602
495,2106,2065
496,7391,6838
497,3227,3124
498,6685,6779
499,20820,19941
500,7730,7354
501,19210,19467
502,15569,16804
503,650,694
504,9142,8318
505,13546,13304
506,256,234
507,16447,15396
508,496,462
509,11241,11138
510,15964,16931
511,15815,16811
512,18435,19291
513,15739,16071
514,13879,13776
515,18917,19009
516,4171,4197
517,18277,17540
518,8504,7996
519,13710,12469
520,1999,2004
521,1294,1292
522,20384,19451
523,3040,3023
524,3220,3480
525,6064,5517
526,14218,15534
527,3142,3189
528,17658,19342
529,15676,16976
530,4988,5116
531,11528,11457
532,16862,16379
533,4910,5176
534,1407,1336
535,2623,2733
536,10573,9744
537,5411,5087
538,12321,12863
539,17654,17417
540,9667,10630
541,14295,15645
542,8003,7896
543,411,449
544,18780,17569
545,583,579
546,1662,1844
547,19157,17977
548,2513,2543
549,12311,12313
550,111,109
551,9236,10002
552,9191,10120
553,14781,13446
554,4367,4552
555,14223,15300
556,19190,18861
557,15119,14598
558,1425,1397
559,18115,16708
560,5212,4810
561,2728,2834
562,3005,3243
563,2996,3197
564,7701,8373
565,10910,11294
566,9781,9966
567,5619,5976
568,16210,17614
569,19562,19284
570,825,779
571,520,566
572,15474,14975
573,14572,13435
574,3066,3128
575,11561,11090
576,116,124
577,5962,6100
578,1665,1814
579,5826,5441
580,574,545
581,17976,17176
582,11581,12176
583,12459,13459
584,17492,16152
585,18730,17629
586,2358,2203
587,5680,5617
588,17287,16690
589,16583,17520
590,7465,8022
591,19201,19294
592,19806,19883
593,15151,16314
594,2500,2601
595,10397,10584
596,1167,1096
597,19158,19101
598,1999,2151
599,19810,18487
600,15571,15609
601,15359,15542
602,10264,9485
603,3967,4202
604,18341,17465
605,10563,10202
606,10481,10467
607,9540,9566
608,893,875
609,2995,2810
610,14799,14231
611,1147,1144
612,13871,14716
613,2556,2625
614,17325,18727
615,235,247
616,17922,16902
617,1194,1106
618,2384,2453
619,20172,19317
620,14688,15432
621,9998,9196
622,15401,15826
623,12859,12901
624,18889,17232
625,14644,13896
626,18870,18901
627,303,276
628,12151,12819
629,1294,1207
630,10467,9667
631,10860,11561
632,12040,12753
633,10192,9926
634,1928,1831
635,11804,11654
636,10697,11636
637,8573,8699
638,19125,19096
639,16828,16486
640,16636,15151
641,4412,4118
642,3439,3127
643,3924,3711
644,1453,1472
645,14127,13267
646,11868,11568
647,13130,13503
648,5521,6095
649,17478,16101
650,18248,18998
651,11437,12177
652,2990,3183
653,11320,12314
654,8768,8744
655,2344,2327
656,5240,4954
657,6802,6363
658,154,145
659,18476,19438
660,20286,18807
661,12451,12042
662,7184,7873
663,635,591
664,9875,9685
665,17941,17059
666,5009,4662
667,12070,11722
668,17680,16655
669,14816,15229
670,12464,12408
671,12399,12618
672,11973,10951
673,3157,2920
674,7041,7670
675,693,725
676,3652,3596
677,15973,17359
678,15830,17515
679,18920,18347
680,5293,5110
681,6126,6517
682,12811,12989
683,5309,5540
684,63,70
685,3010,2873
686,10942,11418
687,4265,3956
688,15408,15113
689,1531,1395
690,10782,10010
691,20756,19593
692,9089,9651
693,4046,3862
694,6818,7202
695,12684,13192
696,1210,1254
697,5291,4942
698,14880,13565
699,7089,7573
700,5534,6058
701,2375,2337
702,8944,9762
703,5247,4777
704,6971,7476
705,16733,16880
706,20948,19187
707,17473,19036
708,12052,13153
709,5240,5620
710,17428,17977
711,3407,3770
712,3240,2969
713,5783,5443
714,2618,2475
715,5198,5199
716,6565,6158
717,10376,10282
718,20666,19301
719,4790,5150
720,11236,10492
721,17084,17074
722,17154,16755
723,13099,13122
724,9449,9577
725,14627,13660
726,828,837
727,10949,10133
728,9165,10147
729,15795,15271
730,1269,1338
731,13044,12776
732,5259,5638
733,5869,6311
734,2810,2935
735,12795,11685
736,8649,8214
737,16718,15565
738,11375,10990
739,18021,16657
740,17074,16126
741,19169,18947
742,8845,8506
743,12900,13421
744,17177,16185
745,6694,7342
746,4791,4383
747,5271,5650
748,14498,14727
749,970,1068
750,18028,19564
751,12257,12914
752,7577,7668
753,732,757
754,6066,5722
755,14076,13532
756,9951,9302
757,10142,10044
758,16076,16139
759,709,694
760,18104,16718
761,10387,11021
762,4615,4558
763,15895,14722
764,15740,14947
765,16809,17102
766,3173,3351
767,15721,15323
768,15349,15884
769,3898,3904
770,931,873
771,16319,16663
772,18163,18916
773,13895,14460
774,9571,9261
775,16535,18372
776,13041,12341
777,1812,1975
778,7697,7546
779,8746,8908
780,7720,7408
781,2328,2560
782,9683,10189
783,4409,4307
784,1977,1937
785,6068,6303
786,13822,13711
787,10688,10133
788,16223,17117
789,13504,14678
790,11270,11444
791,5615,5419
792,13576,12548
793,14954,14945
794,1117,1176
795,3510,3428
796,12272,12417
797,14207,14007
798,13519,13057
799,1242,1325
800,17535,16407
801,2295,2088
802,2626,2754
803,18348,17388
804,16724,16691
805,15243,16926
806,4240,4628
807,12331,13374
808,17792,19054
809,20437,19230
810,6930,7452
811,4978,5182
812,7331,7530
813,6446,6662
814,13826,13641
815,11818,11391
816,4555,4914
817,3898,3822
818,14778,16020
819,8696,8238
820,11898,11676
821,19307,18281
822,9461,9312
823,9973,9651
824,1357,1288
825,17539,17091
826,12570,11609
827,17460,18542
828,14865,15039
829,8316,8353
830,18937,17431
831,11989,12155
832,12438,13782
833,7880,7206
834,4048,3705
835,15936,15312
836,14380,14410
837,1036,1098
838,4995,4556
839,12709,13212
840,16140,16676
841,11113,12162
842,1177,1092
843,774,808
844,6409,6132
845,4510,4413
846,17640,17791
847,13586,13463
848,19709,18584
849,7659,7779
850,10587,11687
851,11173,11206
852,5357,5843
853,16135,16598
854,18955,18797
855,17872,17166
856,10671,10391
857,595,658
858,12788,12624
859,14642,14559
860,13155,12606
861,12327,11822
862,4804,5270
863,5676,5669
864,1512,1418
865,17616,16729
866,1025,1072
867,2439,2501
868,15284,15114
869,11325,12256
870,4409,4119
871,10534,10909
872,14153,14486
873,9884,10948
874,3311,3539
875,8477,7913
876,10674,9839
877,666,646
878,11945,11408
879,19969,18426
880,3425,3778
881,9498,10461
882,6763,6952
883,11765,11519
884,1252,1316
885,16627,15516
886,8728,8638
887,13338,14717
888,8676,8244
889,438,399
890,15160,16735
891,6214,6008
892,13733,14621
893,14877,13787
894,8319,8736
895,5844,6474
896,6003,6131
897,10419,10211
898,13756,14020
899,12327,11432
900,4761,4659
901,4786,4959
902,17934,19509
903,12358,12130
904,15642,14277
905,12069,11396
906,20852,19080
907,8698,8770
908,15387,15995
909,9147,8609
910,9856,10556
911,2189,2249
912,17139,16049
913,2966,2717
914,10975,11384
915,51,54
916,7001,6988
917,10703,10620
918,12183,13233
919,11535,11008
920,1377,1373
921,12065,12057
922,9799,9667
923,14630,16249
924,4427,4605
925,9084,9579
926,18208,17973
927,9639,9963
928,19036,17520
929,1,1
930,17013,18840
931,9359,8732
932,18992,18180
933,11470,12584
934,4079,3878
935,17443,18859
936,13877,13905
937,1521,1537
938,12553,12452
939,9526,9170
940,17167,18712
941,15910,15501
942,2928,3074
943,18412,17572
944,6230,6917
945,191,195
946,17767,19511
947,14399,13581
948,20192,19054
949,1336,1430
950,9965,9415
951,18732,17655
952,19385,18931
953,17033,18129
954,672,639
955,18893,19073
956,11129,10590
957,19187,19644
958,18242,17461
959,14627,15495
960,14525,15682
961,15872,14774
962,5669,5962
963,10356,10879
964,9214,8414
965,18858,18842
966,1516,1513
967,15308,14807
968,10505,10809
969,9319,10204
970,3602,3559
971,862,826
972,5498,5828
973,16308,15275
974,12785,13283
975,8409,7818
976,19704,19677
977,8703,9550
978,16842,16068
979,11524,11268
980,6731,6600
981,73,73
982,7779,7904
983,13221,13633
984,19409,18902
985,17945,17239
986,9218,8945
987,5202,5681
988,1257,1247
989,12165,12334
990,14820,15167
991,17988,17663
992,673,649
993,15348,15712
994,18514,17083
995,18209,18002
996,4969,4928
997,10919,11030
998,7951,7391
999,16640,18087
