key,value,weight
398,17507,18924
399,104307,97183
400,168396,183042
401,131343,122715
402,165518,164655
403,61298,59057
404,70478,72368
405,168560,170826
406,55997,52551
407,32449,33048
408,142221,151532
409,6606,6416
410,53162,53520
411,11577,12421
412,134018,139662
413,83491,76834
414,92892,87345
415,76200,82116
416,8118,7772
417,7766,7730
418,167630,169178
419,139862,130041
420,72736,75587
421,26509,24232
422,184807,179783
423,80378,76069
424,47061,44058
425,58213,63083
426,54128,54396
427,21099,23393
428,131385,132260
429,127478,131735
430,163896,156680
431,202837,197983
432,82049,90379
433,52525,49990
434,42387,40388
435,155910,171758
436,117947,107687
437,187235,192969
438,67200,61267
439,42272,40564
440,195812,184183
441,51886,57006
442,201029,194145
443,104086,113907
444,184504,194021
445,77868,70841
446,72539,67814
447,79853,75206
448,183294,183684
449,66790,67820
450,137954,141858
451,99529,95523
452,23180,21394
453,138800,128001
454,163188,179872
455,158399,164760
456,94279,88504
457,136485,126316
458,127791,119285
459,16487,15247
460,144415,144071
461,143036,137499
462,13631,14463
463,88232,86092
464,163908,167738
465,142660,135415
466,27716,26792
467,12345,12715
468,107189,118584
469,172353,189283
470,43154,45474
471,86212,80548
472,16274,15504
473,183109,171321
474,144423,152169
475,172858,177609
476,99005,100796
477,67916,62098
478,21046,19590
479,177528,172932
480,142982,157665
481,149692,149308
482,71326,73865
483,94330,97627
484,160392,151499
485,199827,183683
486,99620,92556
487,125675,124590
488,154980,159027
489,3005,2858
490,165404,164020
491,112241,120949
492,125454,115514
493,5326,5105
494,158063,169840
495,131127,131972
496,55059,58157
497,20769,19534
498,7502,7418
499,34146,36296
500,60056,64256
501,6510,6774
502,74193,79699
503,203411,194440
504,202796,192021
505,128420,135315
506,141101,137800
507,10918,10022
508,75944,82740
509,65726,71116
510,176331,168049
511,132579,120862
512,128541,124690
513,157406,158146
514,175117,178414
515,148936,137732
516,163112,169292
517,24745,24655
518,118775,121450
519,148224,160711
520,4565,4266
521,90573,96966
522,192635,195482
523,29873,28146
524,154500,156318
525,125281,135736
526,70437,76476
527,18709,18215
528,122774,120452
529,134010,123243
530,113721,115290
531,29597,31140
532,29912,27618
533,140782,137634
534,126893,120198
535,188083,191551
536,154283,157671
537,65107,68634
538,117030,115165
539,43850,40555
540,89740,93101
541,99356,108872
542,97605,94470
543,176347,173939
544,48472,47288
545,129426,127645
546,65703,68274
547,149737,156348
548,14952,14966
549,108962,104068
550,141236,150555
551,105589,116805
552,941,958
553,114285,123296
554,26904,28935
555,42626,42023
556,46148,47763
557,101714,110864
558,173598,177795
559,179299,164502
560,192020,188704
561,73897,70381
562,151829,139946
563,144420,160352
564,168034,177276
565,195914,197000
566,7340,7261
567,96752,104490
568,76140,69221
569,27422,26734
570,43527,47049
571,204990,192184
572,119876,117190
573,137491,135973
574,84525,92390
575,105311,116964
576,159817,159602
577,30904,32814
578,40733,41973
579,54404,50595
580,20389,19240
581,153622,149891
582,7196,7487
583,168561,158725
584,188303,193807
585,100533,104536
586,54339,59098
587,62239,67827
588,145802,150457
589,58095,61403
590,161156,175204
591,119750,125361
592,37858,35361
593,13046,13941
594,166818,172679
595,42138,39899
596,33904,33134
597,186068,173512
598,135584,138422
599,202329,199145
600,160711,162480
601,101878,106608
602,200024,196076
603,54197,55725
604,27183,24736
605,60963,60037
606,103158,96753
607,36848,35857
608,57134,54945
609,208197,195733
610,124135,120790
611,14148,13531
612,90549,95299
613,26997,25451
614,125353,128437
615,191964,176234
616,60185,57212
617,3413,3469
618,56849,54964
619,62614,60536
620,75316,70447
621,166088,158711
622,147905,148992
623,54838,55063
624,82649,87015
625,474,482
626,133348,122708
627,131874,120630
628,173821,184666
629,165313,183489
630,147046,161649
631,68808,70043
632,149185,142247
633,182767,176256
634,12066,13157
635,111987,102313
636,74919,78682
637,18931,18437
638,186655,182086
639,29903,29017
640,94007,98981
641,9771,9009
642,11433,11382
643,116963,107905
644,143436,136230
645,9651,9949
646,91038,97822
647,156244,157522
648,11150,11558
649,193886,178783
650,27005,25524
651,92817,98259
652,150340,159765
653,44522,41924
654,50085,52023
655,115471,112617
656,119188,112977
657,144312,154517
658,105890,104239
659,6586,6609
660,31749,32925
661,12036,12372
662,110578,106736
663,160180,177697
664,82633,90348
665,196690,187646
666,176552,194965
667,29177,32204
668,64221,63957
669,50294,52104
670,187745,182534
671,184584,189597
672,63862,59101
673,130043,130147
674,32291,33652
675,106730,114616
676,33916,32435
677,182444,168121
678,3869,4122
679,126264,118302
680,75971,75820
681,136498,126255
682,194801,189115
683,156115,159271
684,188197,189773
685,163753,167139
686,96089,88808
687,168353,170375
688,52711,50175
689,15965,17454
690,94340,94457
691,30091,29899
692,77291,83354
693,172432,159777
694,21312,20304
695,100127,100251
696,119287,131996
697,154047,146121
698,152785,165147
699,165268,180023
700,3828,3505
701,182212,195500
702,15437,15505
703,23684,22204
704,72656,73898
705,49199,48714
706,84120,90609
707,168945,164638
708,151455,141703
709,160653,172575
710,75616,70408
711,138940,148973
712,10079,9328
713,72557,76381
714,29461,28137
715,137873,151698
716,120484,128117
717,55293,60212
718,37963,34676
719,128493,142608
720,142673,149907
721,188993,190156
722,11144,11473
723,145675,143429
724,97894,95023
725,6468,6407
726,5811,6324
727,11416,12648
728,137969,151066
729,1769,1665
730,73074,73624
731,102347,103498
732,120970,112525
733,179812,175889
734,41808,43526
735,138475,134295
736,163228,177196
737,116460,106183
738,6978,7245
739,42341,45652
740,32038,33989
741,107649,113390
742,21550,21193
743,52996,52832
744,24012,22543
745,159119,175497
746,169937,185757
747,89083,83316
748,142247,135661
749,39064,40471
750,24191,22074
751,90680,86885
752,10567,9963
753,175366,181008
754,31236,30488
755,156524,153951
756,108917,100797
757,151838,168231
758,145902,151994
759,93160,98345
760,174508,180036
761,162445,174600
762,91678,85036
763,106001,97829
764,152115,139978
765,44601,45145
766,53575,56070
767,118326,129294
768,110860,107458
769,193348,186682
770,176849,173031
771,141061,143097
772,54180,52363
773,211710,196870
774,176170,185596
775,71061,69654
776,166838,177004
777,180658,192530
778,31241,29752
779,62820,65775
780,85222,85271
781,16334,15339
782,54520,52507
783,172493,172581
784,60190,63207
785,192462,190297
786,126837,138158
787,174762,174968
788,161436,163811
789,161289,154272
790,105307,110083
791,140819,152061
792,10162,9915
793,173536,188667
794,90014,87158
795,156525,144487
796,135543,130055
797,50871,53537
798,84559,89584
799,132409,137920
800,84299,89997
801,118911,111362
802,66782,73568
803,109852,103086
804,31586,32314
805,44256,46025
806,80701,89666
807,158475,153841
808,161187,154277
809,141607,143833
810,22549,21850
811,61865,58913
812,103409,100560
813,28220,29520
814,171776,157367
815,134696,142321
816,154647,169768
817,159162,165513
818,145951,139634
819,53315,48689
820,5325,4866
821,57918,62611
822,77336,82990
823,54391,49669
824,137787,136478
825,20107,22205
826,4652,4823
827,102685,98224
828,21688,21862
829,71515,74316
830,67710,67493
831,95298,104078
832,6472,6445
833,57537,56512
834,25338,23960
835,62515,68115
836,177909,171825
837,114256,108437
838,174104,185019
839,40302,39822
840,152306,165018
841,20957,21629
842,191527,190690
843,138147,151402
844,60861,67451
845,113029,117800
846,54243,51693
847,22264,22313
848,29668,29198
849,136724,127549
850,74450,71109
851,41778,42665
852,150356,151674
853,89344,96352
854,61216,63260
855,61638,60065
856,181391,195662
857,33094,32108
858,212340,199215
859,162149,177698
860,128194,138244
861,34537,33784
862,12451,12997
863,58381,58007
864,175800,165953
865,76145,71508
866,9409,9582
867,129111,128967
868,145667,157905
869,166828,182218
870,188850,182982
871,170628,178384
872,9438,8813
873,158015,146207
874,164619,177585
875,102099,112299
876,91679,96502
877,95685,94161
878,68687,69534
879,139128,140077
880,33266,30840
881,18791,18776
882,105171,97735
883,72128,78977
884,22887,24426
885,1572,1446
886,101186,94061
887,81575,89584
888,51861,51627
889,99091,97769
890,170292,156317
891,155735,145243
892,146624,141764
893,89765,95942
894,13453,12655
895,150110,158461
896,142821,151081
897,131101,136861
898,42898,44931
899,35174,36843
900,31482,29433
901,12931,12873
902,174619,190468
903,161099,162133
904,9559,8700
905,92068,101599
906,160998,149415
907,97247,97156
908,166019,176290
909,15195,15595
910,155314,159530
911,73720,78492
912,8028,7816
913,3982,3768
914,154841,169879
915,58828,56345
916,106287,110515
917,8881,8134
918,167368,182336
919,123754,135699
920,7283,6676
921,108032,119571
922,49774,46274
923,53832,55675
924,14398,14404
925,121324,118037
926,160117,171012
927,94070,93213
928,169924,181767
929,121248,111420
930,162347,170678
931,181313,197086
932,152470,161867
933,124920,113906
934,128724,120532
935,67082,69054
936,43568,45543
937,29886,29596
938,102906,102563
939,88330,90452
940,29054,28510
941,57604,62103
942,98768,96688
943,15402,17110
944,75638,80155
945,191933,175549
946,11001,11926
947,179112,188432
948,142029,140980
949,147675,159648
950,2928,2998
951,183895,189609
952,104016,114794
953,22853,21003
954,17721,19069
955,10097,10596
956,135956,140900
957,173767,191494
958,126398,134243
959,167786,179418
960,84033,84793
961,45102,44816
962,58373,56232
963,172083,188546
964,189434,188260
965,164374,170916
966,38428,35480
967,138702,127914
968,118996,118031
969,72021,74551
970,172483,186821
971,143931,153532
972,181245,168587
973,157145,156789
974,135998,150609
975,183456,195324
976,125765,132371
977,66770,63561
978,55428,51171
979,32580,31303
980,113547,123407
981,190129,195475
982,100496,102958
983,121528,115411
984,15988,17036
985,131012,138033
986,144811,138415
987,167110,165363
988,89176,95686
989,7100,6585
990,120016,117421
991,109091,120402
992,125056,115935
993,33512,33786
994,88792,87673
995,191010,182772
996,181326,191207
997,131032,120384
998,14503,15597
999,148846,156474
1000,33610,35220
1001,1014,975
1002,144304,147375
1003,200710,194396
1004,133118,135305
1005,24058,24165
1006,57537,57324
1007,147971,162798
1008,156495,165712
1009,95095,99962
1010,191674,184927
1011,167193,167325
1012,212747,194785
1013,183639,189184
1014,60411,63497
1015,11545,10865
1016,61967,62299
1017,175695,181284
1018,19060,19256
1019,144352,159819
1020,135760,133448
1021,69956,69773
1022,102822,104578
1023,143196,149734
1024,65934,71259
1025,31378,29274
1026,31119,28488
1027,172134,172503
1028,172969,183922
1029,135976,128294
1030,152067,145974
1031,63089,66829
1032,152080,151061
1033,28689,31109
1034,165140,176063
1035,160166,153683
1036,120464,111479
1037,88101,82886
1038,97773,94755
1039,90177,82572
1040,65707,66610
1041,96462,102128
1042,300,298
1043,78616,72564
1044,170008,177997
1045,72021,71623
1046,44755,46119
1047,124699,126499
1048,84328,84535
1049,217534,199941
1050,157266,154423
1051,195383,197898
1052,18942,19786
1053,25008,24675
1054,51780,50498
1055,169047,162549
1056,71559,69322
1057,196058,179855
1058,51949,49334
1059,186674,198089
1060,73537,76710
1061,174196,178037
1062,61540,57873
1063,124675,129093
1064,121595,133363
1065,109028,120697
1066,10885,11541
1067,136361,134530
1068,139848,128118
1069,136743,129528
1070,159733,163667
1071,134760,123317
1072,141765,151704
1073,196871,197132
1074,31284,32163
1075,43516,40617
1076,8477,9201
1077,189131,196103
1078,116978,129447
1079,5141,4680
1080,120371,116287
1081,137409,151156
1082,10949,10317
1083,41167,38417
1084,48215,45357
1085,157141,145818
1086,98525,106252
1087,142400,150496
1088,48181,51471
1089,136954,133498
1090,133106,130595
1091,1323,1450
1092,125965,132578
1093,70121,74510
1094,147531,141022
1095,145586,134912
1096,175012,170958
1097,126246,138378
1098,104644,114131
1099,171304,181321
1100,114241,125029
1101,157408,173149
1102,4527,4959
1103,6011,6154
1104,181043,194467
1105,82402,78766
1106,202434,190187
1107,29978,28319
1108,21183,21677
1109,105139,101536
1110,137392,131498
1111,39427,38656
1112,60139,56788
1113,85482,89424
1114,103916,109850
1115,15304,16511
1116,84040,82001
1117,118728,117780
1118,210913,195520
1119,44939,42182
1120,37192,40456
1121,118289,122811
1122,30674,33966
1123,166017,161627
1124,201601,191879
1125,69412,71953
1126,212312,194111
1127,149684,152030
1128,158078,153669
1129,64701,65049
1130,42865,42391
1131,182487,198535
1132,207603,198693
1133,156039,144531
1134,93689,87844
1135,73938,69546
1136,118782,126514
1137,72158,73845
1138,116450,111457
1139,47253,52212
1140,119771,129507
1141,143665,135796
1142,68851,70160
1143,52290,51565
1144,165336,160022
1145,44154,45114
1146,149546,139133
1147,199444,190709
1148,21637,22357
1149,156505,168878
1150,14124,14655
1151,80322,79944
1152,64336,66198
1153,156539,172145
1154,122738,112248
1155,20551,21372
1156,38970,37044
1157,5194,5405
1158,189201,178898
1159,93760,98816
1160,32843,35769
1161,17716,16966
1162,108191,118849
1163,153231,140509
1164,163477,153750
1165,74962,72570
1166,18203,19909
1167,8564,8886
1168,9120,9830
1169,172595,159298
1170,145983,143782
1171,55670,59721
1172,147116,136880
1173,57709,62561
1174,10006,10936
1175,62793,66476
1176,41636,44644
1177,171530,188369
1178,146583,154007
1179,150054,142675
1180,152577,159579
1181,59937,61323
1182,93413,85417
1183,71193,67526
1184,148291,147992
1185,136691,128445
1186,156611,157345
1187,125607,117357
1188,176256,191755
1189,103457,107539
1190,210287,194295
1191,36248,36870
1192,41945,41418
1193,133949,135984
1194,81510,82994
1195,126134,137514
1196,120111,125399
1197,64941,66163
1198,88490,93472
1199,89505,83213
1200,175163,192479
1201,47788,50165
1202,71531,72858
1203,161713,151101
1204,145556,147255
1205,194040,190023
1206,71479,69251
1207,29341,27232
1208,140942,142111
1209,213232,198518
1210,138976,144903
1211,28410,29624
1212,129011,136064
1213,161580,148489
1214,160600,162270
1215,21000,23264
1216,106127,96687
1217,101671,108287
1218,188102,184584
1219,60435,63053
1220,57669,60201
1221,16449,16530
1222,23278,23247
1223,167759,156559
1224,194858,188183
1225,19942,19896
1226,32011,29642
1227,9530,9103
1228,6631,7305
1229,198639,185246
1230,110533,102870
1231,134093,145681
1232,41986,40892
1233,112646,111341
1234,124598,116573
1235,203040,192433
1236,175051,163542
1237,68619,72392
1238,107609,116368
1239,147154,157479
1240,63097,62886
1241,108333,104393
1242,182258,185198
1243,100859,93189
1244,116108,115942
1245,137388,139592
1246,197480,194237
1247,151778,151349
1248,74080,71419
1249,156008,168662
1250,22981,22541
1251,3991,4413
1252,122855,119025
1253,154212,152955
1254,129959,132282
1255,168411,160508
1256,84392,81473
1257,91259,89085
1258,137567,138344
1259,89174,84844
1260,180282,197580
1261,30644,29915
1262,90859,83591
1263,40298,43040
1264,95789,88350
1265,48659,52811
1266,187190,190222
1267,13013,12100
1268,90980,90030
1269,204328,194881
1270,42273,39873
1271,157331,157922
1272,20377,19098
1273,56230,60969
1274,206995,188844
1275,187508,188249
1276,53218,57389
1277,35073,33386
1278,183401,172135
1279,86721,87781
1280,198709,189019
1281,74311,81378
1282,20645,20946
1283,119453,128220
1284,204593,198401
1285,190258,182062
1286,26215,25624
1287,160786,172717
1288,61188,63527
1289,201675,191393
1290,146670,153581
1291,74653,73952
1292,1301,1215
1293,70808,69641
1294,148792,155026
1295,48964,53338
1296,116101,123557
1297,134880,132271
1298,104248,111821
1299,146981,137368
1300,60481,56158
1301,17400,17045
1302,97246,107763
1303,167000,158128
1304,84348,85403
1305,14511,15159
1306,70761,65952
1307,124384,131733
1308,142725,143285
1309,128237,122764
1310,54836,50491
1311,12612,13458
1312,162348,157168
1313,59690,62021
1314,114488,116917
1315,163710,175947
1316,29879,30266
1317,1791,1674
1318,21123,19272
1319,109291,100353
1320,20563,18858
1321,104904,110593
1322,169265,172345
1323,88141,93260
1324,94599,103427
1325,92928,90568
1326,185616,183191
1327,100685,110880
1328,154340,164592
1329,128842,126776
1330,41007,41852
1331,181681,169162
1332,100349,94855
1333,129509,134178
1334,23484,21705
1335,38215,37362
1336,9829,10632
1337,117386,107923
1338,167497,171307
1339,154583,140569
1340,14843,13597
1341,93752,88529
1342,21685,20250
1343,152884,140058
1344,25618,25625
1345,35894,35229
1346,48070,51990
1347,130520,126634
1348,127383,122171
1349,118648,113584
1350,36690,38826
1351,178107,164569
1352,31091,28586
1353,119241,113088
1354,107616,98859
1355,74889,82448
1356,93877,95671
1357,67494,66554
1358,45035,48952
1359,174141,185746
1360,56403,56608
1361,55180,58951
1362,191788,179448
1363,76220,74941
1364,165733,157193
1365,47962,44233
1366,174904,172001
1367,83321,85512
1368,113461,104130
1369,185372,179996
1370,69964,70957
1371,166484,155012
1372,62952,68678
1373,88637,94871
1374,203330,186980
1375,186845,183197
1376,143576,142967
1377,149899,138186
1378,116297,110998
1379,87261,85272
1380,70005,65573
1381,34822,33152
1382,108925,117152
1383,51401,55060
1384,159499,168646
1385,195331,179964
1386,53685,57636
1387,78775,86411
1388,41887,39868
1389,62425,64637
1390,19129,19859
1391,51422,50575
1392,146097,154900
1393,41139,45051
1394,155666,143972
1395,165538,170703
1396,45095,48899
1397,18961,18345
1398,96391,98075
1399,104449,98449
1400,44029,40169
1401,17333,17715
1402,190843,179717
1403,199988,185719
1404,186424,178063
1405,6191,6719
1406,115388,119992
1407,196675,190140
1408,110187,100586
1409,98567,95021
1410,144913,150101
1411,96095,93046
1412,184189,198679
1413,41588,39001
1414,46452,50375
1415,145358,137299
1416,100662,105951
1417,120086,113749
1418,20765,22723
1419,27937,30557
1420,191272,187186
1421,56544,57905
1422,103223,109256
1423,65721,67320
1424,25190,27949
1425,82144,79349
1426,92182,96670
1427,25877,24865
1428,68021,70486
1429,69086,74979
1430,73210,70808
1431,137428,129838
1432,64972,67868
1433,144044,149623
1434,130823,120532
1435,88158,95250
1436,96329,92889
1437,178988,179880
1438,106184,105079
1439,144243,136535
1440,167647,180306
1441,32290,29414
1442,127736,124659
1443,91782,88355
1444,158223,158451
1445,188509,189852
1446,4912,4674
1447,170666,163382
1448,169489,187476
1449,119167,112301
1450,52673,56234
1451,153214,145000
1452,459,440
1453,106329,107384
1454,69378,73592
1455,140558,146797
1456,62813,67851
1457,39905,38485
1458,66680,64071
1459,151386,163858
1460,12845,11937
1461,90323,94167
1462,74536,76600
1463,29355,30207
1464,7837,8380
1465,70349,66825
1466,140426,136505
1467,137870,152372
1468,189660,194628
1469,120112,118323
1470,36358,35456
1471,89503,95949
1472,180451,174797
1473,75017,78933
1474,211476,193679
1475,149468,142528
1476,93680,99734
1477,183478,197800
1478,197204,179503
1479,112843,104732
1480,113155,112838
1481,134915,148193
1482,79441,79414
1483,29042,30730
1484,178975,163759
1485,46901,47535
1486,164439,178755
1487,42496,44557
1488,56143,51533
1489,80248,76858
1490,31793,34174
1491,200728,183235
1492,47490,51014
1493,142266,147940
1494,88094,90587
1495,42103,38691
1496,40875,39336
1497,164035,161417
1498,42316,43029
1499,96840,89982
1500,53520,49327
1501,145998,155200
1502,5724,6325
1503,80404,80319
1504,68216,75134
1505,106386,116761
1506,72583,73161
1507,119480,129965
1508,82216,90979
1509,5682,5214
1510,133925,141743
1511,142332,139366
1512,29291,30613
1513,70437,69972
1514,2174,2058
1515,190285,192932
1516,49086,48695
1517,128813,126329
1518,154547,157449
1519,109533,109433
1520,128158,125716
1521,149591,154565
1522,125213,138020
1523,191646,180627
1524,92422,89762
1525,171569,156395
1526,21687,20768
1527,124114,114874
1528,64834,66561
1529,57339,55958
1530,101607,97992
1531,155953,150287
1532,32350,32763
1533,76654,70190
1534,138537,147635
1535,103981,114829
1536,84160,83971
1537,71167,75154
1538,114880,115075
1539,176079,171082
1540,142094,140600
1541,115816,116190
1542,117691,110625
1543,38679,40884
1544,115901,120033
1545,168390,156068
1546,78583,86340
1547,79386,81685
1548,189660,196527
1549,92004,101748
1550,198025,182761
1551,23542,23120
1552,119060,109952
1553,165542,174613
1554,93611,87705
1555,200427,190436
1556,45104,45592
1557,31671,29131
1558,69281,72104
1559,100893,105062
1560,95183,101287
1561,81,81
1562,142784,142897
1563,78907,84552
1564,91754,91912
1565,11127,10462
1566,133343,142237
1567,6079,5718
1568,147251,161277
1569,22155,23458
1570,147134,151579
1571,178965,178870
1572,142723,134518
1573,69965,64327
1574,55533,51942
1575,143639,158501
1576,41026,43593
1577,183648,190578
1578,112756,116164
1579,152570,167102
1580,94388,93496
1581,85048,89089
1582,82888,83715
1583,191501,174195
1584,57414,56112
1585,55203,52684
1586,107990,99772
1587,186591,191315
1588,101171,93126
1589,185902,175717
1590,33294,32466
1591,213891,197701
1592,6898,6393
1593,167335,156250
1594,18297,18673
1595,157669,172809
1596,212594,195573
1597,164825,151727
1598,19096,18705
1599,71828,73339
1600,47036,44748
1601,105552,102567
1602,78618,83121
1603,116848,109073
1604,3934,4348
1605,53288,53306
1606,35802,39390
1607,192602,198810
1608,55086,56109
1609,78058,75357
1610,127636,121068
1611,173235,187262
1612,81404,78578
1613,94673,97407
1614,30262,27961
1615,74053,70338
1616,185136,176901
1617,112194,112519
1618,160876,158702
1619,101492,100931
1620,86694,82636
1621,60412,58137
1622,139480,127615
1623,67604,67959
1624,160659,164504
1625,84592,91024
1626,148879,146728
1627,190983,183665
1628,76051,70371
1629,148604,142787
1630,46063,44015
1631,25655,25308
1632,6226,6543
1633,148697,159233
1634,144589,148135
1635,151286,164924
1636,41808,39467
1637,126277,115542
1638,125632,137768
1639,212674,194802
1640,218215,199151
1641,51950,47622
1642,124339,120089
1643,113525,118006
1644,180021,176892
1645,165757,153231
1646,146802,144553
1647,71919,72413
1648,60814,63518
1649,63950,64809
1650,112173,114831
1651,144883,139730
1652,100101,91020
1653,175775,192134
1654,16916,16270
1655,36473,38494
1656,17125,16996
1657,70558,68052
1658,64390,68341
1659,158574,150305
1660,100674,109553
1661,129750,141111
1662,191039,174553
1663,35015,35160
1664,98765,95399
1665,107945,106002
1666,35361,34714
